

09/22/2015 02:38:20:986 PM EDT     Starting Sage FTP File Cataloger App (v2015.05.21). Java App Runtime ID=20150922.143820986.545702
09/22/2015 02:38:21:001 PM EDT     Verifying application properties in 'config.properties' and any linked files...
09/22/2015 02:38:22:736 PM EDT     Connecting to JDBC data source: class=com.ibm.db2.jcc.DB2Driver, url=jdbc:db2://localhost:50001/sage_sbx, userid=DAS_USER1


09/22/2015 04:01:15:406 PM EDT     Starting Sage FTP File Cataloger App (v2015.05.21). Java App Runtime ID=20150922.160115390.841502
09/22/2015 04:01:15:421 PM EDT     Verifying application properties in 'config.properties' and any linked files...
09/22/2015 04:01:16:968 PM EDT     Connecting to JDBC data source: class=com.ibm.db2.jcc.DB2Driver, url=jdbc:db2://localhost:50001/sage_sbx, userid=DAS_USER1
09/22/2015 04:01:18:046 PM EDT     Connected to JDBC data source: DB2 v10.1.0.872, release=0201010E, build=s120403, fixpack=0, OS=WIN32_NT 6.1 Service Pack 1
09/22/2015 04:01:22:843 PM EDT     Connected to Server: g01edcpt001.ahe.pok.ibm.com
09/22/2015 04:01:22:859 PM EDT     Caching File Meta Data in root directory: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:43:343 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:43:343 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:43:703 PM EDT     292 Files have been scanned so far. Changing current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
09/22/2015 04:01:44:531 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
09/22/2015 04:01:44:546 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
09/22/2015 04:01:44:859 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:44:875 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:45:203 PM EDT     662 Files have been scanned so far. Changing current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/700+
09/22/2015 04:01:46:796 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/700+
09/22/2015 04:01:46:796 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/700+
09/22/2015 04:01:47:281 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:01:47:718 PM EDT     1538 Files have been scanned so far. Changing current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive
09/22/2015 04:01:57:859 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive
09/22/2015 04:01:57:859 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive
09/22/2015 04:01:57:875 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive
09/22/2015 04:01:58:296 PM EDT     2845 Files have been scanned so far. Changing current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive/qtm
09/22/2015 04:01:59:109 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive/qtm
09/22/2015 04:01:59:109 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive/qtm
09/22/2015 04:01:59:500 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/Archive
09/22/2015 04:01:59:859 PM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
09/22/2015 04:02:00:328 PM EDT     4470 Files have been scanned so far. Changing current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/CMS_Check
